EmployeeID,EmployeeName,FirstName,LastName,PayRate,HoursWorked,Fico,Exemptions,HireDate,Gender,DateEntered,IsPasswordReset,Password
5925,Francis Briggs,Francis ,Briggs,17.7200,32.9800,3.1700,2,03-29-2000,M,12-03-2009,0,dkXiv5eZHa
5926,Clare Hinton,Clare ,Hinton,13.5600,40.9500,11.2200,2,09-14-2009,F,12-03-2009,1,XJ6FgL75p1
5927,Krystal Whitaker,Krystal ,Whitaker,12.1400,22.1200,28.2600,2,07-14-2001,F,12-03-2009,0,4PKmzmqi0G
5928,Lula Braun,Lula ,Braun,10.9900,62.2600,36.8500,4,05-31-2004,F,12-03-2009,1,VkqYg6rXGI
5929,Chris Moran,Chris ,Moran,15.9600,47.5000,43.4600,2,09-22-2007,M,12-03-2009,1,D8hzkcfQ4j
5930,Booker Yang,Booker ,Yang,17.5300,47.2800,46.7500,4,03-23-2004,M,12-03-2009,1,KBcUBXvu0T
5931,Jessie Savage,Jessie ,Savage,29.4400,40.0300,42.5200,0,08-01-2007,M,12-03-2009,0,q1RE6PePyb
5932,Cecilia Riddle,Cecilia ,Riddle,19.6900,45.7100,3.6600,4,02-13-2000,F,12-03-2009,0,1516saxEUz
5933,Rosalind Burch,Rosalind ,Burch,15.2900,38.3000,34.5300,0,04-09-2002,F,12-03-2009,0,LK9XrEm2T6
5934,Russell Richards,Russell ,Richards,18.1600,50.7000,2.2100,1,08-12-2000,M,12-03-2009,0,mEkWMZl1Qo
5935,Derick Kerr,Derick ,Kerr,13.7700,28.0400,17.0400,4,10-17-2009,M,12-03-2009,0,Q98HOFGZ9Y
5936,Danielle Carroll,Danielle ,Carroll,19.5400,37.5300,27.0900,2,01-14-2007,F,12-03-2009,1,dF0r6iBWdC
5937,Kelley Roman,Kelley ,Roman,12.2100,44.7700,15.0200,2,05-21-2008,F,12-03-2009,1,7xyF2FGjfK
5938,Kirsten Newman,Kirsten ,Newman,16.8300,32.5600,34.5900,4,11-14-2007,F,12-03-2009,1,3qtMjDAA1g
5939,Janine Carney,Janine ,Carney,28.0500,15.1900,16.1400,1,08-11-2007,F,12-03-2009,1,UOOqDVgpvI
5940,Lucio Jones,Lucio ,Jones,12.4600,24.2200,16.5800,0,01-09-2001,M,12-03-2009,1,cl5w77o97w
5941,Alphonso Hensley,Alphonso ,Hensley,10.0900,26.8700,25.7000,1,02-28-2009,M,12-03-2009,1,7ylfuExbTG
5942,Mabel Preston,Mabel ,Preston,18.1600,38.8200,38.3500,1,08-07-2007,F,12-03-2009,1,k03RfWD5Xa
5943,Kerry Wilson,Kerry ,Wilson,29.8000,19.5700,19.3600,2,06-07-2004,F,12-03-2009,1,hHFVI6KwlA
5944,Alejandro Murray,Alejandro ,Murray,24.7300,18.8200,25.4300,3,02-05-2008,M,12-03-2009,0,wesjHpDpWs
5945,Lynette Huynh,Lynette ,Huynh,18.6600,42.6300,15.2700,1,01-06-2005,F,12-03-2009,1,8XkYRQg0iF
5946,Julius Blair,Julius ,Blair,25.5800,47.7100,20.2100,0,07-01-2000,M,12-03-2009,0,iyRmdg2sGZ
5947,Mandy Christensen,Mandy ,Christensen,17.7600,23.2400,8.6200,1,09-19-2005,F,12-03-2009,1,g7hZXtHsN6
5948,Antonio Hayden,Antonio ,Hayden,20.9100,31.1000,46.3800,2,06-11-2008,M,12-03-2009,1,OANLjagwZX
5949,Mark Michael,Mark ,Michael,14.0100,48.5500,15.1600,4,08-06-2006,M,12-03-2009,0,qTL3WQzWoP
5950,Warren Maxwell,Warren ,Maxwell,13.5400,36.9600,38.3200,0,12-26-2005,M,12-03-2009,0,FmtF3FKh9F
5951,Melisa Frye,Melisa ,Frye,22.6900,22.1900,45.5900,3,07-29-2008,F,12-03-2009,0,rMWNeWwfaQ
5952,Lila Chapman,Lila ,Chapman,19.9800,33.5400,16.0100,1,10-25-2006,F,12-03-2009,1,NxvjHEuqty
5953,Tammie Spears,Tammie ,Spears,26.1500,37.6700,6.0000,2,08-16-2003,F,12-03-2009,0,lXltuxDHxj
5954,Deidre Castaneda,Deidre ,Castaneda,16.3000,36.6700,9.3500,4,12-25-1999,F,12-03-2009,1,MmiIDYiDZO
5955,Lawanda Garrett,Lawanda ,Garrett,15.8700,32.1700,10.9100,2,06-10-2006,F,12-03-2009,0,xbRHv0JGZI
5956,Maryanne Maddox,Maryanne ,Maddox,12.7300,27.0000,0.0300,2,10-08-2000,F,12-03-2009,1,PpT3tbOKo3
5957,Cleo Ayala,Cleo ,Ayala,14.0800,37.3800,2.7200,4,05-13-2005,M,12-03-2009,0,Z3AYGoflMo
5958,Ana Obrien,Ana ,Obrien,10.0400,23.7500,38.7500,1,06-25-2002,F,12-03-2009,1,0hHiKhV6HJ
5959,Rachelle Barber,Rachelle ,Barber,19.3000,27.2500,5.9000,3,01-25-2009,F,12-03-2009,0,5XNXYb67SG
5960,Stefan Santana,Stefan ,Santana,10.0900,23.6900,36.2400,1,09-04-2005,M,12-03-2009,1,mukv1NtkKU
5961,Claire Fowler,Claire ,Fowler,14.5900,50.2000,4.2800,2,03-14-2009,F,12-03-2009,1,RWodAjvcQG
5962,Mayra Schneider,Mayra ,Schneider,12.8500,30.4100,24.7300,2,10-02-2006,F,12-03-2009,1,X3Fxq78a2N
5963,Elsa Mckee,Elsa ,Mckee,18.1800,33.7200,41.3800,1,02-03-2000,F,12-03-2009,0,xcMNRp6ART
5964,Lynn Green,Lynn ,Green,12.4200,30.1900,34.2800,2,12-28-2008,F,12-03-2009,1,6luodldkwz
5965,Santos Fry,Santos ,Fry,26.8800,39.5000,18.5200,4,02-11-2000,M,12-03-2009,0,OP65d2KNKn
5966,Randal Richards,Randal ,Richards,10.3200,34.7000,20.8900,3,06-29-2004,M,12-03-2009,0,UN6imsdX8w
5967,Jules Murillo,Jules ,Murillo,22.7800,39.3300,45.5300,0,06-20-2003,M,12-03-2009,1,zox8klnizQ
5968,Jarvis Briggs,Jarvis ,Briggs,18.3300,33.2700,13.8200,2,03-20-2004,M,12-03-2009,0,gMA9Pfnl2k
5969,Erin Gallegos,Erin ,Gallegos,29.0500,33.0200,36.6200,2,09-17-2000,M,12-03-2009,1,O69mx2cBCS
5970,Francine Mcfarland,Francine ,Mcfarland,18.1600,20.6800,36.6900,4,06-21-2008,F,12-03-2009,1,QKL3cow2CP
5971,Johnathon Mueller,Johnathon ,Mueller,16.1100,43.0500,4.0200,0,12-27-2002,M,12-03-2009,0,aSN5FBgDGD
5972,Ashley Diaz,Ashley ,Diaz,16.4700,18.3100,33.6000,3,02-17-2002,F,12-03-2009,0,lfms4EPr6R
5973,Brent Shannon,Brent ,Shannon,18.1600,27.3000,44.3200,2,03-01-2002,M,12-03-2009,1,gcrTEath2X
5974,Eugenia Vaughan,Eugenia ,Vaughan,16.6800,19.8000,1.7400,2,09-15-2002,F,12-03-2009,1,IqICJm7BKv
5975,Angelica Conway,Angelica ,Conway,18.1500,38.0900,23.0800,2,10-29-2007,F,12-03-2009,1,5v5SHUCCDr
5976,Carissa Sheppard,Carissa ,Sheppard,29.3500,52.1500,32.2100,1,11-26-2007,F,12-03-2009,0,te2ekEzZKo
5977,Neal Middleton,Neal ,Middleton,19.4100,17.4400,46.5400,4,07-20-2003,M,12-03-2009,1,vLTUTBGO6M
5978,Rigoberto Watson,Rigoberto ,Watson,13.6500,33.7000,31.5000,2,10-17-2008,M,12-03-2009,1,RQqRZwkNXp
5979,Ola Reeves,Ola ,Reeves,16.5200,24.3700,36.1100,4,05-16-2007,F,12-03-2009,0,Iwg2XMC1Y6
5980,Clarissa Sosa,Clarissa ,Sosa,13.6500,17.1800,33.9700,1,09-09-2006,F,12-03-2009,1,VSjZXz0SQ7
5981,Mack Cruz,Mack ,Cruz,18.8800,25.3300,25.0700,4,05-04-2006,M,12-03-2009,0,O1aGzlYZyJ
5982,Tamika Huffman,Tamika ,Huffman,19.4000,11.3900,42.7600,4,04-02-2008,F,12-03-2009,1,SgE4e4ylVu
5983,Hector Hernandez,Hector ,Hernandez,23.0800,33.9600,35.3300,1,11-11-2007,M,12-03-2009,1,oZUDnUAluo
5984,Kitty Russo,Kitty ,Russo,16.0400,48.7200,39.3700,1,05-19-2009,F,12-03-2009,1,D8rqw974ZU
5985,Kasey Hill,Kasey ,Hill,26.5700,29.8900,2.3900,1,04-17-2007,F,12-03-2009,0,92rduWnLit
5986,Chance Browning,Chance ,Browning,17.4400,37.6700,33.9800,0,04-20-2001,M,12-03-2009,1,unQjRcPECE
5987,Lenny Douglas,Lenny ,Douglas,22.0200,46.5400,19.3100,2,01-07-2001,M,12-03-2009,1,L3ui7glk7L
5988,Eliza Allen,Eliza ,Allen,15.5300,41.0700,13.5600,1,04-23-2007,F,12-03-2009,1,7BJk9kQYga
5989,Marylou Shaffer,Marylou ,Shaffer,23.8300,31.8100,39.3000,1,12-08-2008,F,12-03-2009,0,8H6rAqOMWr
5990,Van Carter,Van ,Carter,17.2500,55.1600,41.2200,3,12-31-2002,M,12-03-2009,0,AQIlLPYwAM
5991,Abigail Long,Abigail ,Long,13.8700,18.4700,13.3800,1,03-27-2002,F,12-03-2009,1,8fy7hZeEKm
5992,Emmett Ayala,Emmett ,Ayala,13.9700,38.8100,36.0100,2,07-23-2006,M,12-03-2009,0,IFbvVzhO0B
5993,Lorrie Richmond,Lorrie ,Richmond,13.8000,28.1600,35.0100,3,01-27-2001,F,12-03-2009,1,gKlsi8BHaq
5994,Jackie Wallace,Jackie ,Wallace,14.5500,36.9500,26.8700,1,02-19-2004,M,12-03-2009,0,iGX9IlxccV
5995,Numbers Shields,Numbers ,Shields,26.1600,18.3700,32.2800,1,12-19-2004,M,12-03-2009,0,9SPEChX5J2
5996,Renee Mathis,Renee ,Mathis,15.3900,17.4800,38.0800,4,04-08-2002,M,12-03-2009,0,PzhWcfc5R3
5997,Wm Fischer,Wm ,Fischer,16.6100,30.4500,26.4300,2,12-31-2002,M,12-03-2009,0,hM3k4iG6Ol
5998,Gregg May,Gregg ,May,18.4300,53.2400,7.7600,3,11-24-2003,M,12-03-2009,0,Js1db5Nati
5999,Ronny Hardin,Ronny ,Hardin,11.9900,20.9300,12.9600,2,11-22-2004,M,12-03-2009,1,djGS9bqSAC
6000,Colby Burgess,Colby ,Burgess,21.8000,21.6600,2.6600,3,01-02-2006,M,12-03-2009,0,N2Fhx37LfG
6001,Barton Cannon,Barton ,Cannon,19.4200,59.8700,10.0100,1,12-26-2006,M,12-03-2009,1,9PLCCGpq6G
6002,Caitlin Joyce,Caitlin ,Joyce,15.8400,16.3400,40.5700,0,05-29-2008,F,12-03-2009,1,g5JfygxZws
6003,Bryant Holland,Bryant ,Holland,24.1700,27.4400,41.7100,0,11-24-2004,M,12-03-2009,1,kVz1zl97t9
6004,Shelly Cordova,Shelly ,Cordova,13.1100,38.9700,19.0100,1,06-11-2005,F,12-03-2009,1,w08d5vWhLe
6005,Bennett Hooper,Bennett ,Hooper,18.4600,19.8900,3.0700,3,10-04-2007,M,12-03-2009,1,HoxeduMhBs
6006,Millicent Prince,Millicent ,Prince,20.6500,41.8400,37.8600,1,02-25-2007,F,12-03-2009,1,vNY9IofpAZ
6007,Vaughn Bell,Vaughn ,Bell,26.1300,32.8500,13.6100,2,11-09-2004,M,12-03-2009,0,unizl3l9T6
6008,Jo Gilbert,Jo ,Gilbert,20.2000,14.7800,31.8500,3,10-15-2008,F,12-03-2009,0,iPGZpalor1
6009,Deanne Mcconnell,Deanne ,Mcconnell,10.0000,19.6700,32.5100,3,10-27-2003,F,12-03-2009,1,JPWMhAK47k
6010,Ned Arias,Ned ,Arias,17.9100,37.6000,39.4100,2,02-14-2002,M,12-03-2009,0,CQdkAys97H
6011,Leigh Carpenter,Leigh ,Carpenter,15.6400,38.7900,17.9100,4,05-06-2001,F,12-03-2009,1,Yi7m1UWJns
6012,Gale Roach,Gale ,Roach,15.0500,45.3600,46.5700,1,12-24-2006,F,12-03-2009,1,2cqqHeBcAI
6013,Dana Skinner,Dana ,Skinner,24.7600,32.7300,1.8600,3,09-18-2007,F,12-03-2009,1,YKwN997nGA
6014,Doris Johnson,Doris ,Johnson,13.7400,58.0900,33.7000,3,01-10-2008,F,12-03-2009,1,NJ6qkMbIUi
6015,Ronny Huber,Ronny ,Huber,22.2400,68.0500,2.8600,4,02-27-2002,M,12-03-2009,0,yCLZOFOXno
6016,Gladys Evans,Gladys ,Evans,16.8100,28.8900,28.6700,2,05-09-2005,F,12-03-2009,1,ytnAE0qCR1
6017,Harriett Fitzgerald,Harriett ,Fitzgerald,22.1200,54.8600,35.4300,2,08-21-2001,F,12-03-2009,0,SXblHArJ2c
6018,Reva Simmons,Reva ,Simmons,11.1400,19.1000,37.8400,3,07-29-2003,F,12-03-2009,1,Dlc1yJggLh
6019,Michel Pope,Michel ,Pope,15.2900,24.9600,8.4800,2,06-13-2006,M,12-03-2009,1,Xz5tW2kCHs
6020,Rosie Barron,Rosie ,Barron,25.3600,20.6500,25.6400,3,02-25-2008,F,12-03-2009,1,vF2FwfzwW0
6021,Alan Rodriguez,Alan ,Rodriguez,19.1700,34.7300,42.0800,0,01-14-2005,M,12-03-2009,1,ZwUcRUniXo
6022,Cristina Beck,Cristina ,Beck,13.2200,45.2900,4.3900,2,05-24-2003,F,12-03-2009,0,xPyiTdtpWN
6023,Winnie Ryan,Winnie ,Ryan,18.2600,44.3000,12.8600,3,12-15-2008,F,12-03-2009,1,Ns2i8inQFX
6024,Gretchen Mcdonald,Gretchen ,Mcdonald,25.4700,29.6400,13.0000,1,06-15-2008,F,12-03-2009,1,kzRBsQYzOu
6025,Preston Beasley,Preston ,Beasley,29.3200,18.2600,12.0700,1,04-19-2001,M,12-03-2009,0,G3CKjupLs1
6026,Katharine Singleton,Katharine ,Singleton,18.2600,65.4100,49.3500,3,10-15-2002,F,12-03-2009,1,rkZFuqSPDJ
6027,Larry Rowland,Larry ,Rowland,11.2900,17.7700,4.9600,0,02-14-2004,M,12-03-2009,1,Q9JXX2r1mT
6028,Queen Humphrey,Queen ,Humphrey,23.1900,33.0600,17.9900,2,04-16-2009,F,12-03-2009,0,hkHrqAlls0
6029,Thaddeus Roach,Thaddeus ,Roach,17.4100,25.0500,10.2600,4,12-09-2007,M,12-03-2009,1,y5Kt4RiYdh
6030,Dixie Randall,Dixie ,Randall,26.8700,25.6500,4.5000,1,06-10-2005,F,12-03-2009,1,1TB5ocRFwW
6031,Juana Mclaughlin,Juana ,Mclaughlin,26.8000,57.3100,7.7300,2,09-22-2002,F,12-03-2009,1,dGOAhTDRW4
6032,Nicole Garrison,Nicole ,Garrison,23.2800,36.1400,26.8300,4,01-28-2002,F,12-03-2009,1,0I2lKZaNHf
6033,Flora Joyce,Flora ,Joyce,29.9500,15.4300,12.8000,3,07-18-2007,F,12-03-2009,1,xqzYFNzFmY
6034,Alyson Bradley,Alyson ,Bradley,28.5800,24.3100,38.4900,0,02-08-2002,F,12-03-2009,0,vgYGzfQ1jL
6035,Dion Bruce,Dion ,Bruce,18.1700,19.6400,41.2400,3,01-23-2006,M,12-03-2009,0,fwo7wEKL8I
6036,Manuela Drake,Manuela ,Drake,16.9100,18.3500,27.8800,1,08-09-2005,F,12-03-2009,0,qwpWxA2ifx
6037,Susanna Macdonald,Susanna ,Macdonald,15.5700,18.1900,9.0900,1,08-17-2008,F,12-03-2009,1,XUtLmC5d7o
6038,Angela Ingram,Angela ,Ingram,11.7300,48.7000,10.2400,1,05-20-2007,F,12-03-2009,1,fI7EYYttkQ
6039,Genaro Glass,Genaro ,Glass,18.6400,35.7800,0.9200,3,08-27-2008,M,12-03-2009,0,km4ggY8VwK
6040,Bernice Maynard,Bernice ,Maynard,17.3000,39.2400,45.3200,0,06-17-2002,F,12-03-2009,1,y73AjdExsU
6041,Beulah Herrera,Beulah ,Herrera,11.1900,47.4400,38.7300,1,11-26-2005,F,12-03-2009,0,pINvodhAjA
6042,Norris Reeves,Norris ,Reeves,17.5800,36.9800,0.9600,1,01-03-2000,M,12-03-2009,0,zk1iZ3SpBg
6043,Sonja Stokes,Sonja ,Stokes,24.2500,33.8100,22.5600,4,09-06-2008,F,12-03-2009,1,Dvs2f6LBDB
6044,Reynaldo Gomez,Reynaldo ,Gomez,14.2100,27.4800,49.8800,2,08-05-2005,M,12-03-2009,1,x0kNjzCbdR
6045,Jaime Lucas,Jaime ,Lucas,12.8700,54.7300,46.0900,1,12-29-2005,F,12-03-2009,0,MAiiMEdyE4
6046,Kasey Taylor,Kasey ,Taylor,17.7900,12.7200,26.1200,1,02-22-2001,F,12-03-2009,1,vpE5YwEXym
6047,Trina Nielsen,Trina ,Nielsen,13.7400,65.0000,4.9800,2,05-22-2005,F,12-03-2009,1,EaQLGSCQDu
6048,Fletcher Jackson,Fletcher ,Jackson,21.7000,49.5900,31.5500,4,12-21-1999,M,12-03-2009,1,EPXGPSow4L
6049,Guy Wyatt,Guy ,Wyatt,13.6600,36.2300,32.4600,4,11-01-2008,M,12-03-2009,0,rhBZHSGNeX
6050,Craig Fitzgerald,Craig ,Fitzgerald,15.7100,29.5500,33.7400,2,09-07-2001,M,12-03-2009,0,BnnZw1u0Je
6051,Normand White,Normand ,White,10.5600,49.0800,20.1100,3,01-04-2003,M,12-03-2009,0,6VHkQFqguA
6052,Rafael Wiley,Rafael ,Wiley,14.7800,66.8700,40.0600,2,05-02-2007,M,12-03-2009,0,xnuQjXooqo
6053,Bret Glenn,Bret ,Glenn,10.3200,27.8100,20.1400,3,05-22-2004,M,12-03-2009,1,uwSDtBT5Ik
6054,Kathie Harding,Kathie ,Harding,17.8700,37.9800,25.5700,2,03-24-2000,F,12-03-2009,1,tpZqv4iW2H
6055,Dominique Fletcher,Dominique ,Fletcher,11.6100,40.2000,6.4900,1,06-26-2003,M,12-03-2009,0,o15vSSxLHd
6056,Joanna Higgins,Joanna ,Higgins,16.0600,23.1200,21.5900,4,01-15-2000,F,12-03-2009,1,k1DUFlUxmm
6057,Virginia Weiss,Virginia ,Weiss,18.8800,35.5500,8.1000,1,06-13-2008,F,12-03-2009,0,VeTKptinjF
6058,Grady Kennedy,Grady ,Kennedy,10.8100,26.6700,10.7800,1,04-10-2002,M,12-03-2009,1,0v1JOjyWLF
6059,Jefferson Rocha,Jefferson ,Rocha,18.7200,44.9100,9.8200,4,09-04-2005,M,12-03-2009,1,ImbyABNDPO
6060,Simon Mendez,Simon ,Mendez,11.5900,34.9300,27.0200,3,04-30-2000,M,12-03-2009,1,6fgBKdt91g
6061,Rafael Leblanc,Rafael ,Leblanc,19.6900,23.0400,27.0600,3,03-09-2005,M,12-03-2009,1,zE9lcVowI9
6062,Pete Knox,Pete ,Knox,19.8000,18.8600,8.8700,1,05-15-2004,M,12-03-2009,1,KDhSFqwkL4
6063,Cary Newton,Cary ,Newton,14.7800,44.8400,49.6500,2,05-24-2000,M,12-03-2009,1,jtPUrdV9qD
6064,Ronnie Peck,Ronnie ,Peck,14.1000,67.1100,23.5600,2,08-21-2007,M,12-03-2009,0,nOlu4B95bB
6065,Seymour Duarte,Seymour ,Duarte,11.9900,35.9000,46.7300,2,09-02-2004,M,12-03-2009,0,FD80TSpKoW
6066,Marty Barry,Marty ,Barry,11.0900,34.3300,36.0400,4,09-27-2008,M,12-03-2009,0,Uh4DNNAs1Y
6067,Jana Johns,Jana ,Johns,16.7000,30.6400,7.0500,1,10-24-2007,F,12-03-2009,1,79uru4N3oA
6068,Fabian Alvarez,Fabian ,Alvarez,18.9400,26.9800,28.5400,2,01-25-2002,M,12-03-2009,0,LdtgARKz3j
6069,Joann Myers,Joann ,Myers,14.4700,57.0800,47.0900,2,09-04-2005,F,12-03-2009,0,JYoiG0SrDE
6070,Cecelia Newton,Cecelia ,Newton,13.8300,29.4400,16.0700,1,02-09-2005,F,12-03-2009,1,a4g7P0RvtM
6071,Aubrey Buck,Aubrey ,Buck,24.6300,38.5300,25.5800,3,12-18-2008,M,12-03-2009,0,GezKVLDv3D
6072,Phillip Cooke,Phillip ,Cooke,20.9100,26.5800,13.4800,2,03-24-2003,M,12-03-2009,1,G5zEm5Bn0D
6073,Jose Rosales,Jose ,Rosales,18.2900,40.3700,27.3800,0,01-08-2000,M,12-03-2009,1,ZP9QHbBRdH
6074,Ora Nicholson,Ora ,Nicholson,10.8400,31.3600,8.8600,0,06-13-2003,F,12-03-2009,1,XA1ZOVD5Zh
6075,Jennie Huang,Jennie ,Huang,24.1700,33.6500,1.8300,2,06-25-2007,F,12-03-2009,1,TmFa6syXnQ
6076,June Baxter,June ,Baxter,17.6200,27.7600,34.6900,2,11-15-2002,F,12-03-2009,0,a0Ceftb78c
6077,Tami Nixon,Tami ,Nixon,15.8300,60.0300,45.3000,3,10-06-2000,F,12-03-2009,1,sLhQUJt11z
6078,Alisa Cantu,Alisa ,Cantu,15.8600,28.3500,11.8700,3,11-22-2004,F,12-03-2009,1,aFNSbB0Uxa
6079,Brittany Cook,Brittany ,Cook,13.6800,32.8500,46.8200,3,05-03-2003,F,12-03-2009,1,c0EkVPIDKH
6080,Maureen Williamson,Maureen ,Williamson,17.7700,26.0000,33.5100,1,03-08-2002,F,12-03-2009,1,1yGLckxaQQ
6081,Misty Callahan,Misty ,Callahan,14.0400,38.7500,7.6700,2,09-14-2000,F,12-03-2009,1,qEsY6ITJJR
6082,Amanda Greene,Amanda ,Greene,18.2600,51.5900,43.5000,0,10-04-2004,F,12-03-2009,1,AdrMgkvYJk
6083,Geneva Gilbert,Geneva ,Gilbert,11.8200,26.8600,11.3000,0,03-25-2006,F,12-03-2009,0,C4PLCKYdgU
6084,Sammie Moore,Sammie ,Moore,25.7300,26.2100,18.7800,4,06-24-2001,M,12-03-2009,1,Oe0Bv1JndZ
6085,Lenore Robbins,Lenore ,Robbins,16.5700,15.1600,34.3900,3,12-21-2006,F,12-03-2009,1,ggQNUOYSeG
6086,Grady Ballard,Grady ,Ballard,21.0000,29.4700,48.1700,2,04-17-2001,M,12-03-2009,0,dvNEBhkcXj
6087,Annie Meadows,Annie ,Meadows,19.1500,18.2900,45.9500,1,02-28-2001,F,12-03-2009,1,Qy744cj6Ef
6088,Roberta Camacho,Roberta ,Camacho,15.1000,45.3800,1.2200,2,08-29-2009,F,12-03-2009,1,88n4o64zVY
6089,Gracie Pierce,Gracie ,Pierce,18.1900,19.8000,24.4700,4,04-01-2007,F,12-03-2009,0,6pQHiiTPIC
6090,Cristina Hanson,Cristina ,Hanson,14.6000,27.1000,38.7700,3,03-12-2001,F,12-03-2009,1,UnsMrHydxH
6091,Johnathan Ramirez,Johnathan ,Ramirez,11.8800,27.1800,43.2000,0,07-20-2007,M,12-03-2009,0,hvH8rbO8aQ
6092,Guy Beard,Guy ,Beard,18.0300,24.0000,24.5800,0,10-12-2007,M,12-03-2009,0,51qzI1DAIs
6093,Salvador Byrd,Salvador ,Byrd,14.2500,20.2400,3.5000,3,12-29-1999,M,12-03-2009,0,6TQxtrtuct
6094,Thelma Jacobson,Thelma ,Jacobson,17.9000,16.8300,45.6200,1,07-31-2005,F,12-03-2009,1,FvP4bjfPrQ
6095,Tristan Rich,Tristan ,Rich,15.3700,54.8000,44.1300,1,08-13-2006,M,12-03-2009,0,Tp88lM1MH9
6096,Staci Rivas,Staci ,Rivas,28.4400,10.4700,43.6400,2,12-08-1999,F,12-03-2009,0,vVbbcdecEr
6097,Consuelo Andrews,Consuelo ,Andrews,24.4100,17.6900,11.6300,2,12-13-2002,F,12-03-2009,1,cZQE1Ws8xG
6098,Corey Glass,Corey ,Glass,14.1400,19.3700,11.4800,0,02-05-2008,M,12-03-2009,0,Viy8rPylSs
6099,Casandra Hall,Casandra ,Hall,16.6200,61.1600,5.9300,2,09-06-2008,F,12-03-2009,0,dZNQ4EGrKK
6100,Jordan Gibbs,Jordan ,Gibbs,11.5400,20.8100,21.5500,1,05-09-2009,F,12-03-2009,0,rrOMgj1cqP
6101,Lauri Church,Lauri ,Church,25.5000,35.1300,13.2500,0,05-17-2005,F,12-03-2009,0,slgUNbJTqb
6102,Marlin Mccall,Marlin ,Mccall,18.1300,32.6900,33.1500,2,04-08-2008,M,12-03-2009,0,cXkZgpunE8
6103,Clifton Beltran,Clifton ,Beltran,11.1200,44.3200,42.0300,0,07-27-2005,M,12-03-2009,1,roUzOe5Qnp
6104,Landon Rowland,Landon ,Rowland,11.4300,19.2200,26.7000,0,04-13-2006,M,12-03-2009,1,A25Y4qdYGL
6105,Lois Pham,Lois ,Pham,29.6800,27.3700,33.8400,3,01-19-2004,F,12-03-2009,0,oB9h9pmQDY
6106,Ramon Riley,Ramon ,Riley,29.4600,36.8300,39.2100,1,07-29-2004,M,12-03-2009,0,BfVyTSCOkL
6107,Elsa Odom,Elsa ,Odom,12.0100,19.4900,8.5800,1,09-09-2003,F,12-03-2009,1,O2JJ36ooJk
6108,Guadalupe Savage,Guadalupe ,Savage,21.7800,44.2400,19.4300,2,04-26-2008,F,12-03-2009,0,79nmZJZfVd
6109,Trina Cannon,Trina ,Cannon,11.1000,28.3200,23.0400,1,05-26-2006,F,12-03-2009,1,b9g1SAfKPs
6110,Dianne Chase,Dianne ,Chase,16.5800,46.1600,39.7600,1,01-31-2000,F,12-03-2009,0,pDtRCC0k7x
6111,Colette Rivera,Colette ,Rivera,17.1000,37.2600,24.4300,2,01-21-2001,F,12-03-2009,0,fpDgftTYIT
6112,Zane Townsend,Zane ,Townsend,11.8100,29.5300,34.6700,3,03-03-2006,M,12-03-2009,1,KH3ku3xzTi
6113,Dina Manning,Dina ,Manning,17.0300,30.5600,6.4800,0,01-05-2000,F,12-03-2009,1,gCFERUNpUh
6114,Clement Long,Clement ,Long,19.5400,42.8400,8.6100,1,06-10-2004,M,12-03-2009,1,56s6qNtAPB
6115,Dorian Bowen,Dorian ,Bowen,12.2000,25.8000,11.6200,1,08-09-2003,M,12-03-2009,1,98HTPQ0V7f
6116,Jefferson Mahoney,Jefferson ,Mahoney,23.2800,42.4900,6.6500,3,04-09-2008,M,12-03-2009,1,6bKBMNWm1V
6117,Deanna Estrada,Deanna ,Estrada,19.8500,25.4000,10.6900,0,10-01-2001,F,12-03-2009,0,NZAuL2uxOO
6118,Gail Armstrong,Gail ,Armstrong,26.8200,35.5700,32.5100,2,12-05-2006,M,12-03-2009,1,slDjIyWEAK
6119,Phoebe Huynh,Phoebe ,Huynh,11.6600,41.3300,30.9100,1,03-25-2007,F,12-03-2009,1,bWzlEJ0I9L
6120,Brooke Strong,Brooke ,Strong,17.3500,48.4600,46.8500,4,05-25-2009,F,12-03-2009,1,tK72VSRAhH
6121,Juliana Harrell,Juliana ,Harrell,19.0000,28.3900,4.4600,4,06-23-2003,F,12-03-2009,0,HZVHKS6MhL
6122,Greg Mcconnell,Greg ,Mcconnell,23.6300,40.3000,13.9200,2,05-05-2006,M,12-03-2009,1,8j8Ieg89H5
6123,Lillian Lara,Lillian ,Lara,11.9500,35.7700,23.3300,1,02-16-2004,F,12-03-2009,0,XMAQnWjACN
6124,Wilburn Carr,Wilburn ,Carr,17.1600,29.8100,42.9400,3,08-01-2007,M,12-03-2009,0,X2bUzIyOjb
6125,Angelia Perez,Angelia ,Perez,15.5700,28.6900,9.0100,4,09-19-2002,F,12-03-2009,0,oog7oehEQ8
6126,Edith Gibson,Edith ,Gibson,17.8000,13.7000,20.1500,1,07-28-2003,F,12-03-2009,1,sWVvioRb3c
6127,Elnora Rocha,Elnora ,Rocha,19.7800,41.2500,34.0200,3,11-23-2000,F,12-03-2009,1,2jKRmVeHS1
6128,Jacque Joseph,Jacque ,Joseph,11.0600,34.7700,23.8100,2,11-25-2005,M,12-03-2009,1,7y6MN2bwde
6129,Candace Cummings,Candace ,Cummings,25.5100,43.8600,19.4600,0,08-24-2000,F,12-03-2009,1,b2PC3ZuTFH
